orderID,productID,unitPrice,quantity,discount
1,16,17.45,32,0.56
2,73,15,30,0.34
3,45,9.5,51,0.19
4,63,43.9,10,0.83
5,59,55,43,0.2
6,73,15,2,0.89
7,41,9.65,40,0.15
8,53,32.8,55,0.36
9,35,18,32,0.8
10,48,12.75,40,0.18
11,72,34.8,39,0.72
12,62,49.3,4,0.62
13,9,97,38,0.86
14,11,21,39,0.82
15,37,26,54,0.52
16,8,40,45,0.7
17,66,17,6,0.9
18,33,2.5,56,0.48
19,66,17,36,0.94
20,12,38,5,0.89
21,61,28.5,59,0.1
22,28,45.6,44,0.64
23,8,40,27,0.3
24,31,12.5,57,0.53
25,76,18,50,0.56
26,30,25.89,55,0.79
27,50,16.25,47,0.23
28,67,14,29,0.14
29,26,31.23,19,0.91
30,25,14,48,0.78
31,64,33.25,34,0.36
32,29,123.79,14,0.68
33,22,21,50,0.48
34,42,14,4,0.17
35,68,12.5,52,0.69
36,26,31.23,8,0.49
37,72,34.8,6,0.61
38,33,2.5,37,0.3
39,6,25,57,0.81
40,54,7.45,7,0.64
41,43,46,43,0.53
42,21,10,1,0.35
43,39,18,30,0.78
44,31,12.5,59,0.67
45,70,15,43,0.43
46,70,15,52,0.24
47,65,21.05,50,0.17
48,41,9.65,60,0.89
49,24,4.5,10,0.76
50,49,20,32,0.19
51,33,2.5,44,0.75
52,62,49.3,36,0.69
53,74,10,25,0.92
54,37,26,59,0.13
55,57,19.5,30,0.92
56,47,9.5,36,0.47
57,74,10,45,0.95
58,65,21.05,11,0.24
59,73,15,54,0.22
60,38,263.5,7,0.29
61,12,38,48,0.41
62,11,21,27,0.18
63,38,263.5,27,0.25
64,49,20,26,0.4
65,68,12.5,19,0.2
66,1,18,32,0.69
67,50,16.25,35,0.22
68,70,15,25,0.11
69,64,33.25,40,0.61
70,24,4.5,36,0.84
71,32,32,32,0.21
72,41,9.65,21,0.17
73,68,12.5,56,0.69
74,59,55,21,0.8
75,67,14,26,0.4
76,43,46,20,0.82
77,23,9,38,0.93
78,43,46,10,0.85
79,30,25.89,26,0.17
80,36,19,5,0.83
81,51,53,44,0.87
82,25,14,9,0.78
83,32,32,47,0.47
84,72,34.8,41,0.32
85,28,45.6,59,0.27
86,47,9.5,21,0.44
87,22,21,40,0.52
88,32,32,48,0.3
89,73,15,49,0.27
90,62,49.3,24,0.17
91,70,15,25,0.99
92,7,30,51,0.61
93,15,15.5,16,0.61
94,19,9.2,6,0.5
95,56,38,43,0.23
96,25,14,47,0.54
97,21,10,5,0.66
98,7,30,24,0.53
99,63,43.9,29,0.25
100,3,10,7,0.94
101,56,38,25,0.74
102,46,12,38,0.36
103,30,25.89,40,0.52
104,3,10,40,0.89
105,44,19.45,33,0.33
106,67,14,19,0.29
107,8,40,2,0.29
108,75,7.75,53,0.57
109,57,19.5,20,0.5
110,9,97,2,0.55
111,8,40,58,0.91
112,54,7.45,25,0.67
113,61,28.5,22,0.73
114,36,19,46,0.22
115,64,33.25,22,0.6
116,50,16.25,10,0.3
117,51,53,42,0.82
118,71,21.5,53,0.52
119,63,43.9,54,0.27
120,8,40,8,0.93
121,33,2.5,30,0.41
122,71,21.5,47,0.72
123,55,24,59,0.6
124,75,7.75,14,0.48
125,28,45.6,24,0.32
126,17,39,32,0.79
127,65,21.05,22,0.22
128,11,21,5,0.56
129,66,17,38,0.63
130,51,53,58,0.26
131,56,38,18,0.69
132,52,7,8,0.27
133,54,7.45,60,0.83
134,48,12.75,7,0.67
135,41,9.65,58,0.78
136,39,18,33,0.64
137,48,12.75,20,0.46
138,29,123.79,2,0.5
139,73,15,36,0.97
140,14,23.25,33,0.12
141,48,12.75,56,0.6
142,26,31.23,14,1
143,61,28.5,8,0.16
144,24,4.5,58,0.7
145,15,15.5,47,0.44
146,62,49.3,59,0.57
147,36,19,32,0.21
148,8,40,16,0.68
149,10,31,18,0.28
150,28,45.6,27,0.47
151,5,21.35,1,0.62
152,1,18,31,0.54
153,15,15.5,33,0.23
154,59,55,25,0.8
155,26,31.23,11,0.65
156,57,19.5,26,0.69
157,25,14,20,0.78
158,29,123.79,29,0.34
159,8,40,53,0.23
160,57,19.5,20,0.49
161,77,13,23,0.73
162,15,15.5,49,0.65
163,69,36,14,0.43
164,29,123.79,46,0.41
165,28,45.6,37,0.51
166,48,12.75,21,0.41
167,41,9.65,49,0.41
168,47,9.5,36,0.8
169,57,19.5,43,0.15
170,33,2.5,12,0.75
171,32,32,15,0.47
172,53,32.8,53,0.72
173,51,53,15,0.84
174,67,14,20,0.62
175,74,10,14,0.47
176,14,23.25,15,0.75
177,13,6,7,0.95
178,53,32.8,28,0.27
179,17,39,13,0.28
180,74,10,12,0.98
181,22,21,9,0.1
182,64,33.25,19,0.16
183,12,38,37,0.67
184,32,32,30,0.9
185,56,38,19,0.37
186,63,43.9,10,0.27
187,21,10,15,0.32
188,56,38,41,0.32
189,18,62.5,40,0.68
190,5,21.35,9,0.97
191,56,38,32,0.5
192,58,13.25,12,0.94
193,65,21.05,53,0.5
194,44,19.45,16,0.54
195,6,25,14,0.15
196,1,18,43,0.22
197,71,21.5,57,0.58
198,54,7.45,13,0.86
199,32,32,46,0.85
200,66,17,7,0.62
201,36,19,19,0.89
202,43,46,14,0.21
203,74,10,59,0.17
204,16,17.45,18,0.57
205,68,12.5,39,0.79
206,24,4.5,33,0.99
207,46,12,48,0.26
208,67,14,60,0.19
209,2,19,5,0.81
210,23,9,60,0.48
211,22,21,57,1
212,37,26,7,0.87
213,15,15.5,42,0.48
214,2,19,16,0.38
215,41,9.65,26,0.29
216,55,24,21,0.12
217,61,28.5,46,0.73
218,16,17.45,42,0.23
219,32,32,43,0.99
220,71,21.5,53,0.19
221,34,14,3,0.26
222,34,14,47,0.75
223,50,16.25,8,0.37
224,41,9.65,50,0.3
225,34,14,58,0.41
226,37,26,59,0.95
227,16,17.45,28,0.63
228,29,123.79,47,0.99
229,74,10,33,0.46
230,72,34.8,53,0.92
231,68,12.5,37,0.12
232,25,14,35,0.16
233,12,38,23,0.43
234,22,21,38,0.18
235,2,19,20,0.61
236,47,9.5,6,0.82
237,63,43.9,25,0.37
238,71,21.5,10,0.17
239,19,9.2,3,0.64
240,59,55,53,0.83
241,36,19,33,0.81
242,52,7,26,0.51
243,19,9.2,58,0.34
244,20,81,4,0.97
245,64,33.25,10,0.95
246,33,2.5,8,0.12
247,25,14,49,0.57
248,38,263.5,42,0.68
249,37,26,23,0.57
250,23,9,25,0.45
251,12,38,30,0.2
252,44,19.45,29,0.29
253,20,81,60,0.28
254,41,9.65,31,0.33
255,49,20,34,0.54
256,4,22,1,0.21
257,17,39,39,0.63
258,43,46,2,0.89
259,56,38,58,0.99
260,74,10,59,0.23
261,67,14,60,0.16
262,28,45.6,47,0.16
263,22,21,36,0.48
264,50,16.25,6,0.17
265,59,55,60,0.8
266,13,6,22,0.5
267,70,15,60,0.72
268,14,23.25,28,0.63
269,46,12,35,0.35
270,65,21.05,15,0.38
271,50,16.25,48,0.22
272,48,12.75,8,0.98
273,39,18,16,0.53
274,18,62.5,56,0.86
275,63,43.9,34,0.41
276,25,14,57,0.52
277,66,17,56,0.68
278,77,13,55,0.46
279,17,39,7,0.35
280,65,21.05,21,0.1
281,47,9.5,27,0.3
282,66,17,53,0.28
283,63,43.9,43,0.55
284,64,33.25,27,0.36
285,12,38,23,0.46
286,36,19,53,0.54
287,51,53,25,0.69
288,24,4.5,59,0.99
289,8,40,25,0.21
290,47,9.5,27,0.96
291,45,9.5,40,0.49
292,71,21.5,29,0.66
293,55,24,52,0.51
294,53,32.8,17,0.83
295,9,97,24,0.32
296,10,31,54,0.56
297,57,19.5,36,0.78
298,45,9.5,49,0.82
299,55,24,8,0.48
300,75,7.75,23,0.21
301,34,14,35,0.66
302,59,55,14,0.43
303,58,13.25,54,0.71
304,50,16.25,26,0.81
305,21,10,19,0.33
306,70,15,4,0.68
307,64,33.25,5,0.19
308,64,33.25,36,0.31
309,13,6,47,0.73
310,20,81,32,0.17
311,17,39,30,0.58
312,41,9.65,23,0.63
313,52,7,30,0.32
314,69,36,39,0.13
315,22,21,29,0.68
316,37,26,42,0.91
317,8,40,45,0.44
318,40,18.4,27,0.94
319,73,15,59,0.87
320,32,32,3,0.59
321,10,31,3,0.56
322,62,49.3,46,0.31
323,31,12.5,32,0.12
324,23,9,18,0.18
325,11,21,6,0.3
326,64,33.25,49,0.35
327,21,10,24,0.72
328,61,28.5,36,0.1
329,42,14,22,0.67
330,22,21,30,0.14
331,37,26,60,0.42
332,70,15,49,0.21
333,56,38,3,0.89
334,65,21.05,31,0.37
335,73,15,56,0.63
336,15,15.5,37,0.12
337,4,22,54,0.29
338,6,25,35,0.24
339,29,123.79,17,0.56
340,64,33.25,56,0.33
341,49,20,9,0.54
342,11,21,40,0.18
343,15,15.5,56,0.45
344,55,24,42,0.87
345,13,6,43,0.35
346,48,12.75,55,0.69
347,54,7.45,57,0.56
